pk_tempo,pk_localização_geográfica,PIB da Unidade da Federação,População da Unidade da Federação
2,196,122628,2809394
2,222,122628,2809394
2,223,122628,2809394
2,233,122628,2809394
2,250,122628,2809394
2,268,122628,2809394
2,269,122628,2809394
2,342,122628,2809394
2,457,122628,2809394
2,596,122628,2809394
2,663,122628,2809394
2,903,122628,2809394
2,906,122628,2809394
2,911,122628,2809394
2,922,122628,2809394
2,992,122628,2809394
2,1150,122628,2809394
2,1,178650,3526220
2,178,178650,3526220
2,197,178650,3526220
2,198,178650,3526220
2,200,178650,3526220
2,201,178650,3526220
2,202,178650,3526220
2,253,178650,3526220
2,282,178650,3526220
2,294,178650,3526220
2,295,178650,3526220
2,374,178650,3526220
2,384,178650,3526220
2,410,178650,3526220
2,412,178650,3526220
2,414,178650,3526220
2,475,178650,3526220
2,500,178650,3526220
2,667,178650,3526220
2,668,178650,3526220
2,725,178650,3526220
2,737,178650,3526220
2,741,178650,3526220
2,746,178650,3526220
2,770,178650,3526220
2,877,178650,3526220
2,887,178650,3526220
2,888,178650,3526220
2,957,178650,3526220
2,991,178650,3526220
2,1018,178650,3526220
2,1034,178650,3526220
2,1069,178650,3526220
2,1087,178650,3526220
2,1241,178650,3526220
2,1276,178650,3526220
2,36,224126,7113540
2,103,224126,7113540
2,187,224126,7113540
2,193,224126,7113540
2,194,224126,7113540
2,207,224126,7113540
2,208,224126,7113540
2,228,224126,7113540
2,236,224126,7113540
2,264,224126,7113540
2,297,224126,7113540
2,299,224126,7113540
2,301,224126,7113540
2,304,224126,7113540
2,309,224126,7113540
2,368,224126,7113540
2,371,224126,7113540
2,445,224126,7113540
2,450,224126,7113540
2,463,224126,7113540
2,484,224126,7113540
2,502,224126,7113540
2,526,224126,7113540
2,528,224126,7113540
2,531,224126,7113540
2,533,224126,7113540
2,539,224126,7113540
2,544,224126,7113540
2,546,224126,7113540
2,554,224126,7113540
2,606,224126,7113540
2,616,224126,7113540
2,625,224126,7113540
2,647,224126,7113540
2,700,224126,7113540
2,713,224126,7113540
2,748,224126,7113540
2,755,224126,7113540
2,793,224126,7113540
2,834,224126,7113540
2,882,224126,7113540
2,886,224126,7113540
2,892,224126,7113540
2,893,224126,7113540
2,913,224126,7113540
2,934,224126,7113540
2,958,224126,7113540
2,960,224126,7113540
2,962,224126,7113540
2,964,224126,7113540
2,967,224126,7113540
2,1009,224126,7113540
2,1012,224126,7113540
2,1052,224126,7113540
2,1053,224126,7113540
2,1060,224126,7113540
2,1078,224126,7113540
2,1090,224126,7113540
2,1093,224126,7113540
2,1104,224126,7113540
2,1106,224126,7113540
2,1108,224126,7113540
2,1110,224126,7113540
2,1119,224126,7113540
2,1120,224126,7113540
2,1124,224126,7113540
2,1158,224126,7113540
2,1163,224126,7113540
2,1186,224126,7113540
2,1188,224126,7113540
2,1220,224126,7113540
2,1228,224126,7113540
2,1256,224126,7113540
2,1265,224126,7113540
2,1272,224126,7113540
2,2,265847,3055149
2,771,265847,3055149
3,117,58170,1815278
3,173,58170,1815278
3,203,58170,1815278
3,212,58170,1815278
3,300,58170,1815278
3,370,58170,1815278
3,406,58170,1815278
3,420,58170,1815278
3,483,58170,1815278
3,750,58170,1815278
3,841,58170,1815278
3,875,58170,1815278
3,889,58170,1815278
3,961,58170,1815278
3,979,58170,1815278
3,1011,58170,1815278
3,1031,58170,1815278
3,1039,58170,1815278
3,1077,58170,1815278
3,1235,58170,1815278
3,142,21374,906876
3,425,21374,906876
3,4,131531,4269995
3,735,131531,4269995
3,760,131531,4269995
3,761,131531,4269995
3,762,131531,4269995
3,763,131531,4269995
3,1248,131531,4269995
3,199,18203,652713
3,33,262905,8777124
3,118,262905,8777124
3,426,262905,8777124
3,451,262905,8777124
3,452,262905,8777124
3,466,262905,8777124
3,494,262905,8777124
3,551,262905,8777124
3,566,262905,8777124
3,595,262905,8777124
3,605,262905,8777124
3,624,262905,8777124
3,635,262905,8777124
3,640,262905,8777124
3,643,262905,8777124
3,644,262905,8777124
3,665,262905,8777124
3,702,262905,8777124
3,714,262905,8777124
3,734,262905,8777124
3,744,262905,8777124
3,751,262905,8777124
3,791,262905,8777124
3,842,262905,8777124
3,1043,262905,8777124
3,1054,262905,8777124
3,1063,262905,8777124
3,1083,262905,8777124
3,1123,262905,8777124
3,1135,262905,8777124
3,1149,262905,8777124
3,1157,262905,8777124
3,1169,262905,8777124
3,1177,262905,8777124
3,1178,262905,8777124
3,1180,262905,8777124
3,1182,262905,8777124
3,1183,262905,8777124
3,1198,262905,8777124
3,1229,262905,8777124
3,1244,262905,8777124
3,1251,262905,8777124
3,1271,262905,8777124
3,210,20100,877613
3,527,20100,877613
3,895,20100,877613
3,1105,20100,877613
3,119,51781,1607363
3,190,51781,1607363
3,356,51781,1607363
3,394,51781,1607363
3,432,51781,1607363
3,480,51781,1607363
3,507,51781,1607363
3,636,51781,1607363
3,637,51781,1607363
3,641,51781,1607363
3,1073,51781,1607363
3,1074,51781,1607363
3,1095,51781,1607363
3,1179,51781,1607363
3,141,124981,7153262
3,326,124981,7153262
3,372,124981,7153262
3,409,124981,7153262
3,415,124981,7153262
3,465,124981,7153262
3,495,124981,7153262
3,509,124981,7153262
3,524,124981,7153262
3,550,124981,7153262
3,646,124981,7153262
3,649,124981,7153262
3,660,124981,7153262
3,664,124981,7153262
3,674,124981,7153262
3,681,124981,7153262
3,684,124981,7153262
3,687,124981,7153262
3,694,124981,7153262
3,717,124981,7153262
3,754,124981,7153262
3,857,124981,7153262
3,981,124981,7153262
3,1013,124981,7153262
3,1032,124981,7153262
3,1035,124981,7153262
3,1062,124981,7153262
3,1084,124981,7153262
3,1096,124981,7153262
3,1103,124981,7153262
3,1122,124981,7153262
3,1185,124981,7153262
3,1189,124981,7153262
3,1195,124981,7153262
3,1197,124981,7153262
3,1204,124981,7153262
3,1209,124981,7153262
3,1212,124981,7153262
3,1216,124981,7153262
3,1232,124981,7153262
3,1255,124981,7153262
3,5,64028,3289290
3,328,64028,3289290
3,344,64028,3289290
3,453,64028,3289290
3,462,64028,3289290
3,487,64028,3289290
3,498,64028,3289290
3,532,64028,3289290
3,569,64028,3289290
3,642,64028,3289290
3,652,64028,3289290
3,675,64028,3289290
3,676,64028,3289290
3,765,64028,3289290
3,773,64028,3289290
3,983,64028,3289290
3,993,64028,3289290
3,1055,64028,3289290
3,1059,64028,3289290
3,1080,64028,3289290
3,1085,64028,3289290
3,1109,64028,3289290
3,1137,64028,3289290
3,1181,64028,3289290
3,1190,64028,3289290
3,1206,64028,3289290
3,1207,64028,3289290
3,1261,64028,3289290
3,26,194885,9240580
3,56,194885,9240580
3,189,194885,9240580
3,289,194885,9240580
3,327,194885,9240580
3,423,194885,9240580
3,428,194885,9240580
3,431,194885,9240580
3,458,194885,9240580
3,549,194885,9240580
3,568,194885,9240580
3,597,194885,9240580
3,601,194885,9240580
3,628,194885,9240580
3,633,194885,9240580
3,639,194885,9240580
3,645,194885,9240580
3,648,194885,9240580
3,650,194885,9240580
3,677,194885,9240580
3,695,194885,9240580
3,703,194885,9240580
3,705,194885,9240580
3,710,194885,9240580
3,715,194885,9240580
3,720,194885,9240580
3,743,194885,9240580
3,747,194885,9240580
3,756,194885,9240580
3,759,194885,9240580
3,766,194885,9240580
3,768,194885,9240580
3,785,194885,9240580
3,806,194885,9240580
3,884,194885,9240580
3,952,194885,9240580
3,982,194885,9240580
3,1041,194885,9240580
3,1046,194885,9240580
3,1058,194885,9240580
3,1121,194885,9240580
3,1136,194885,9240580
3,1151,194885,9240580
3,1170,194885,9240580
3,1176,194885,9240580
3,1184,194885,9240580
3,1187,194885,9240580
3,1201,194885,9240580
3,1217,194885,9240580
3,1221,194885,9240580
3,1222,194885,9240580
3,1226,194885,9240580
3,1231,194885,9240580
3,1234,194885,9240580
3,1246,194885,9240580
3,1250,194885,9240580
3,1254,194885,9240580
3,1263,194885,9240580
3,1264,194885,9240580
3,1266,194885,9240580
3,1273,194885,9240580
3,42,80181,3560903
3,145,80181,3560903
3,442,80181,3560903
3,511,80181,3560903
3,520,80181,3560903
3,521,80181,3560903
3,589,80181,3560903
3,742,80181,3560903
3,799,80181,3560903
3,1100,80181,3560903
3,1101,80181,3560903
3,1249,80181,3560903
3,99,77470,4059905
3,143,77470,4059905
3,238,77470,4059905
3,239,77470,4059905
3,504,77470,4059905
3,698,77470,4059905
3,719,77470,4059905
3,726,77470,4059905
3,739,77470,4059905
3,831,77470,4059905
3,858,77470,4059905
3,914,77470,4059905
3,915,77470,4059905
3,1092,77470,4059905
3,1219,77470,4059905
3,1233,77470,4059905
3,1242,77470,4059905
3,1243,77470,4059905
3,11,220814,9674793
3,43,220814,9674793
3,44,220814,9674793
3,70,220814,9674793
3,72,220814,9674793
3,161,220814,9674793
3,167,220814,9674793
3,169,220814,9674793
3,170,220814,9674793
3,172,220814,9674793
3,174,220814,9674793
3,175,220814,9674793
3,176,220814,9674793
3,179,220814,9674793
3,192,220814,9674793
3,230,220814,9674793
3,232,220814,9674793
3,247,220814,9674793
3,296,220814,9674793
3,363,220814,9674793
3,369,220814,9674793
3,377,220814,9674793
3,403,220814,9674793
3,518,220814,9674793
3,540,220814,9674793
3,585,220814,9674793
3,632,220814,9674793
3,692,220814,9674793
3,716,220814,9674793
3,723,220814,9674793
3,758,220814,9674793
3,873,220814,9674793
3,910,220814,9674793
3,1004,220814,9674793
3,1010,220814,9674793
3,1214,220814,9674793
3,1238,220814,9674793
3,1262,220814,9674793
3,1269,220814,9674793
3,28,76266,3365351
3,434,76266,3365351
3,478,76266,3365351
3,496,76266,3365351
3,678,76266,3365351
3,769,76266,3365351
3,786,76266,3365351
3,1047,76266,3365351
3,1071,76266,3365351
3,3,51861,2338474
3,105,51861,2338474
3,510,51861,2338474
3,617,51861,2338474
3,685,51861,2338474
3,736,51861,2338474
3,753,51861,2338474
3,772,51861,2338474
3,1210,51861,2338474
3,1230,51861,2338474
3,23,352618,14985284
3,34,352618,14985284
3,165,352618,14985284
3,171,352618,14985284
3,244,352618,14985284
3,254,352618,14985284
3,312,352618,14985284
3,333,352618,14985284
3,335,352618,14985284
3,353,352618,14985284
3,354,352618,14985284
3,355,352618,14985284
3,387,352618,14985284
3,421,352618,14985284
3,424,352618,14985284
3,433,352618,14985284
3,435,352618,14985284
3,441,352618,14985284
3,459,352618,14985284
3,467,352618,14985284
3,468,352618,14985284
3,470,352618,14985284
3,476,352618,14985284
3,481,352618,14985284
3,508,352618,14985284
3,522,352618,14985284
3,553,352618,14985284
3,558,352618,14985284
3,583,352618,14985284
3,590,352618,14985284
3,591,352618,14985284
3,603,352618,14985284
3,622,352618,14985284
3,629,352618,14985284
3,634,352618,14985284
3,651,352618,14985284
3,659,352618,14985284
3,662,352618,14985284
3,669,352618,14985284
3,672,352618,14985284
3,673,352618,14985284
3,682,352618,14985284
3,683,352618,14985284
3,688,352618,14985284
3,740,352618,14985284
3,752,352618,14985284
3,783,352618,14985284
3,874,352618,14985284
3,925,352618,14985284
3,1001,352618,14985284
3,1042,352618,14985284
3,1048,352618,14985284
3,1064,352618,14985284
3,1070,352618,14985284
3,1088,352618,14985284
3,1127,352618,14985284
3,1145,352618,14985284
3,1167,352618,14985284
3,1171,352618,14985284
3,1200,352618,14985284
3,1247,352618,14985284
3,1270,352618,14985284
3,1274,352618,14985284
3,6,857593,21411923
3,8,857593,21411923
3,16,857593,21411923
3,25,857593,21411923
3,27,857593,21411923
3,57,857593,21411923
3,58,857593,21411923
3,62,857593,21411923
3,67,857593,21411923
3,69,857593,21411923
3,74,857593,21411923
3,75,857593,21411923
3,88,857593,21411923
3,89,857593,21411923
3,94,857593,21411923
3,95,857593,21411923
3,98,857593,21411923
3,102,857593,21411923
3,110,857593,21411923
3,133,857593,21411923
3,140,857593,21411923
3,144,857593,21411923
3,147,857593,21411923
3,148,857593,21411923
3,153,857593,21411923
3,157,857593,21411923
3,168,857593,21411923
3,181,857593,21411923
3,182,857593,21411923
3,191,857593,21411923
3,205,857593,21411923
3,209,857593,21411923
3,217,857593,21411923
3,226,857593,21411923
3,229,857593,21411923
3,231,857593,21411923
3,237,857593,21411923
3,246,857593,21411923
3,255,857593,21411923
3,270,857593,21411923
3,285,857593,21411923
3,292,857593,21411923
3,311,857593,21411923
3,314,857593,21411923
3,330,857593,21411923
3,334,857593,21411923
3,337,857593,21411923
3,339,857593,21411923
3,341,857593,21411923
3,358,857593,21411923
3,360,857593,21411923
3,361,857593,21411923
3,362,857593,21411923
3,385,857593,21411923
3,396,857593,21411923
3,400,857593,21411923
3,408,857593,21411923
3,411,857593,21411923
3,417,857593,21411923
3,419,857593,21411923
3,430,857593,21411923
3,438,857593,21411923
3,446,857593,21411923
3,454,857593,21411923
3,455,857593,21411923
3,456,857593,21411923
3,460,857593,21411923
3,477,857593,21411923
3,479,857593,21411923
3,482,857593,21411923
3,492,857593,21411923
3,493,857593,21411923
3,515,857593,21411923
3,517,857593,21411923
3,525,857593,21411923
3,529,857593,21411923
3,530,857593,21411923
3,534,857593,21411923
3,535,857593,21411923
3,545,857593,21411923
3,548,857593,21411923
3,557,857593,21411923
3,562,857593,21411923
3,563,857593,21411923
3,577,857593,21411923
3,581,857593,21411923
3,582,857593,21411923
3,587,857593,21411923
3,607,857593,21411923
3,608,857593,21411923
3,609,857593,21411923
3,610,857593,21411923
3,611,857593,21411923
3,612,857593,21411923
3,613,857593,21411923
3,614,857593,21411923
3,615,857593,21411923
3,626,857593,21411923
3,627,857593,21411923
3,666,857593,21411923
3,671,857593,21411923
3,689,857593,21411923
3,690,857593,21411923
3,693,857593,21411923
3,706,857593,21411923
3,708,857593,21411923
3,711,857593,21411923
3,732,857593,21411923
3,738,857593,21411923
3,749,857593,21411923
3,775,857593,21411923
3,780,857593,21411923
3,784,857593,21411923
3,807,857593,21411923
3,811,857593,21411923
3,826,857593,21411923
3,837,857593,21411923
3,859,857593,21411923
3,864,857593,21411923
3,885,857593,21411923
3,894,857593,21411923
3,907,857593,21411923
3,909,857593,21411923
3,920,857593,21411923
3,926,857593,21411923
3,955,857593,21411923
3,969,857593,21411923
3,985,857593,21411923
3,989,857593,21411923
3,1036,857593,21411923
3,1038,857593,21411923
3,1045,857593,21411923
3,1056,857593,21411923
3,1057,857593,21411923
3,1075,857593,21411923
3,1086,857593,21411923
3,1097,857593,21411923
3,1107,857593,21411923
3,1131,857593,21411923
3,1132,857593,21411923
3,1144,857593,21411923
3,1159,857593,21411923
3,1160,857593,21411923
3,1161,857593,21411923
3,1162,857593,21411923
3,1199,857593,21411923
3,1203,857593,21411923
3,1215,857593,21411923
3,1224,857593,21411923
3,1239,857593,21411923
3,47,186337,4108508
3,84,186337,4108508
3,150,186337,4108508
3,163,186337,4108508
3,185,186337,4108508
3,204,186337,4108508
3,216,186337,4108508
3,252,186337,4108508
3,265,186337,4108508
3,266,186337,4108508
3,267,186337,4108508
3,291,186337,4108508
3,321,186337,4108508
3,331,186337,4108508
3,357,186337,4108508
3,398,186337,4108508
3,444,186337,4108508
3,464,186337,4108508
3,497,186337,4108508
3,505,186337,4108508
3,580,186337,4108508
3,621,186337,4108508
3,801,186337,4108508
3,822,186337,4108508
3,862,186337,4108508
3,871,186337,4108508
3,880,186337,4108508
3,890,186337,4108508
3,924,186337,4108508
3,935,186337,4108508
3,936,186337,4108508
3,937,186337,4108508
3,954,186337,4108508
3,975,186337,4108508
3,986,186337,4108508
3,1002,186337,4108508
3,1025,186337,4108508
3,1051,186337,4108508
3,1061,186337,4108508
3,1143,186337,4108508
3,1166,186337,4108508
3,15,949301,17463349
3,24,949301,17463349
3,53,949301,17463349
3,68,949301,17463349
3,97,949301,17463349
3,121,949301,17463349
3,122,949301,17463349
3,123,949301,17463349
3,126,949301,17463349
3,127,949301,17463349
3,132,949301,17463349
3,134,949301,17463349
3,135,949301,17463349
3,146,949301,17463349
3,162,949301,17463349
3,220,949301,17463349
3,251,949301,17463349
3,449,949301,17463349
3,469,949301,17463349
3,473,949301,17463349
3,572,949301,17463349
3,573,949301,17463349
3,574,949301,17463349
3,599,949301,17463349
3,654,949301,17463349
3,697,949301,17463349
3,724,949301,17463349
3,728,949301,17463349
3,731,949301,17463349
3,733,949301,17463349
3,764,949301,17463349
3,779,949301,17463349
3,830,949301,17463349
3,843,949301,17463349
3,846,949301,17463349
3,851,949301,17463349
3,860,949301,17463349
3,870,949301,17463349
3,923,949301,17463349
3,1006,949301,17463349
3,1067,949301,17463349
3,1139,949301,17463349
3,1153,949301,17463349
3,1253,949301,17463349
3,1260,949301,17463349
3,1267,949301,17463349
3,7,2719751,46649132
3,18,2719751,46649132
3,21,2719751,46649132
3,29,2719751,46649132
3,30,2719751,46649132
3,31,2719751,46649132
3,32,2719751,46649132
3,38,2719751,46649132
3,39,2719751,46649132
3,40,2719751,46649132
3,41,2719751,46649132
3,45,2719751,46649132
3,48,2719751,46649132
3,55,2719751,46649132
3,59,2719751,46649132
3,60,2719751,46649132
3,61,2719751,46649132
3,63,2719751,46649132
3,64,2719751,46649132
3,65,2719751,46649132
3,66,2719751,46649132
3,71,2719751,46649132
3,73,2719751,46649132
3,76,2719751,46649132
3,77,2719751,46649132
3,78,2719751,46649132
3,79,2719751,46649132
3,80,2719751,46649132
3,81,2719751,46649132
3,82,2719751,46649132
3,83,2719751,46649132
3,85,2719751,46649132
3,86,2719751,46649132
3,87,2719751,46649132
3,96,2719751,46649132
3,100,2719751,46649132
3,101,2719751,46649132
3,106,2719751,46649132
3,112,2719751,46649132
3,113,2719751,46649132
3,124,2719751,46649132
3,128,2719751,46649132
3,129,2719751,46649132
3,131,2719751,46649132
3,136,2719751,46649132
3,138,2719751,46649132
3,151,2719751,46649132
3,154,2719751,46649132
3,160,2719751,46649132
3,164,2719751,46649132
3,177,2719751,46649132
3,180,2719751,46649132
3,184,2719751,46649132
3,186,2719751,46649132
3,188,2719751,46649132
3,195,2719751,46649132
3,211,2719751,46649132
3,213,2719751,46649132
3,214,2719751,46649132
3,218,2719751,46649132
3,219,2719751,46649132
3,221,2719751,46649132
3,224,2719751,46649132
3,225,2719751,46649132
3,227,2719751,46649132
3,235,2719751,46649132
3,241,2719751,46649132
3,242,2719751,46649132
3,243,2719751,46649132
3,248,2719751,46649132
3,249,2719751,46649132
3,256,2719751,46649132
3,259,2719751,46649132
3,260,2719751,46649132
3,261,2719751,46649132
3,262,2719751,46649132
3,271,2719751,46649132
3,273,2719751,46649132
3,274,2719751,46649132
3,275,2719751,46649132
3,276,2719751,46649132
3,278,2719751,46649132
3,279,2719751,46649132
3,280,2719751,46649132
3,281,2719751,46649132
3,283,2719751,46649132
3,284,2719751,46649132
3,286,2719751,46649132
3,290,2719751,46649132
3,293,2719751,46649132
3,302,2719751,46649132
3,305,2719751,46649132
3,306,2719751,46649132
3,307,2719751,46649132
3,308,2719751,46649132
3,313,2719751,46649132
3,315,2719751,46649132
3,317,2719751,46649132
3,318,2719751,46649132
3,319,2719751,46649132
3,325,2719751,46649132
3,329,2719751,46649132
3,332,2719751,46649132
3,340,2719751,46649132
3,350,2719751,46649132
3,351,2719751,46649132
3,352,2719751,46649132
3,365,2719751,46649132
3,366,2719751,46649132
3,367,2719751,46649132
3,373,2719751,46649132
3,375,2719751,46649132
3,382,2719751,46649132
3,391,2719751,46649132
3,393,2719751,46649132
3,397,2719751,46649132
3,401,2719751,46649132
3,404,2719751,46649132
3,413,2719751,46649132
3,440,2719751,46649132
3,443,2719751,46649132
3,448,2719751,46649132
3,471,2719751,46649132
3,485,2719751,46649132
3,489,2719751,46649132
3,503,2719751,46649132
3,514,2719751,46649132
3,519,2719751,46649132
3,536,2719751,46649132
3,537,2719751,46649132
3,538,2719751,46649132
3,542,2719751,46649132
3,543,2719751,46649132
3,547,2719751,46649132
3,560,2719751,46649132
3,564,2719751,46649132
3,565,2719751,46649132
3,570,2719751,46649132
3,571,2719751,46649132
3,579,2719751,46649132
3,586,2719751,46649132
3,588,2719751,46649132
3,598,2719751,46649132
3,604,2719751,46649132
3,618,2719751,46649132
3,620,2719751,46649132
3,630,2719751,46649132
3,631,2719751,46649132
3,653,2719751,46649132
3,655,2719751,46649132
3,657,2719751,46649132
3,661,2719751,46649132
3,670,2719751,46649132
3,680,2719751,46649132
3,686,2719751,46649132
3,696,2719751,46649132
3,701,2719751,46649132
3,727,2719751,46649132
3,729,2719751,46649132
3,730,2719751,46649132
3,745,2719751,46649132
3,757,2719751,46649132
3,774,2719751,46649132
3,781,2719751,46649132
3,782,2719751,46649132
3,787,2719751,46649132
3,788,2719751,46649132
3,789,2719751,46649132
3,790,2719751,46649132
3,795,2719751,46649132
3,796,2719751,46649132
3,797,2719751,46649132
3,798,2719751,46649132
3,800,2719751,46649132
3,802,2719751,46649132
3,805,2719751,46649132
3,808,2719751,46649132
3,809,2719751,46649132
3,810,2719751,46649132
3,812,2719751,46649132
3,813,2719751,46649132
3,814,2719751,46649132
3,815,2719751,46649132
3,816,2719751,46649132
3,817,2719751,46649132
3,818,2719751,46649132
3,819,2719751,46649132
3,820,2719751,46649132
3,821,2719751,46649132
3,823,2719751,46649132
3,824,2719751,46649132
3,825,2719751,46649132
3,832,2719751,46649132
3,833,2719751,46649132
3,835,2719751,46649132
3,839,2719751,46649132
3,840,2719751,46649132
3,844,2719751,46649132
3,847,2719751,46649132
3,848,2719751,46649132
3,850,2719751,46649132
3,852,2719751,46649132
3,853,2719751,46649132
3,855,2719751,46649132
3,865,2719751,46649132
3,869,2719751,46649132
3,872,2719751,46649132
3,876,2719751,46649132
3,879,2719751,46649132
3,881,2719751,46649132
3,883,2719751,46649132
3,896,2719751,46649132
3,897,2719751,46649132
3,899,2719751,46649132
3,900,2719751,46649132
3,901,2719751,46649132
3,902,2719751,46649132
3,904,2719751,46649132
3,905,2719751,46649132
3,908,2719751,46649132
3,912,2719751,46649132
3,917,2719751,46649132
3,918,2719751,46649132
3,921,2719751,46649132
3,927,2719751,46649132
3,929,2719751,46649132
3,930,2719751,46649132
3,931,2719751,46649132
3,932,2719751,46649132
3,938,2719751,46649132
3,940,2719751,46649132
3,941,2719751,46649132
3,942,2719751,46649132
3,944,2719751,46649132
3,945,2719751,46649132
3,946,2719751,46649132
3,947,2719751,46649132
3,948,2719751,46649132
3,949,2719751,46649132
3,953,2719751,46649132
3,956,2719751,46649132
3,965,2719751,46649132
3,966,2719751,46649132
3,970,2719751,46649132
3,971,2719751,46649132
3,972,2719751,46649132
3,973,2719751,46649132
3,980,2719751,46649132
3,984,2719751,46649132
3,987,2719751,46649132
3,990,2719751,46649132
3,998,2719751,46649132
3,999,2719751,46649132
3,1000,2719751,46649132
3,1007,2719751,46649132
3,1008,2719751,46649132
3,1014,2719751,46649132
3,1015,2719751,46649132
3,1017,2719751,46649132
3,1020,2719751,46649132
3,1022,2719751,46649132
3,1023,2719751,46649132
3,1024,2719751,46649132
3,1026,2719751,46649132
3,1028,2719751,46649132
3,1033,2719751,46649132
3,1065,2719751,46649132
3,1072,2719751,46649132
3,1079,2719751,46649132
3,1081,2719751,46649132
3,1091,2719751,46649132
3,1098,2719751,46649132
3,1099,2719751,46649132
3,1111,2719751,46649132
3,1112,2719751,46649132
3,1113,2719751,46649132
3,1114,2719751,46649132
3,1115,2719751,46649132
3,1116,2719751,46649132
3,1117,2719751,46649132
3,1118,2719751,46649132
3,1126,2719751,46649132
3,1129,2719751,46649132
3,1133,2719751,46649132
3,1134,2719751,46649132
3,1138,2719751,46649132
3,1142,2719751,46649132
3,1147,2719751,46649132
3,1152,2719751,46649132
3,1156,2719751,46649132
3,1165,2719751,46649132
3,1172,2719751,46649132
3,1173,2719751,46649132
3,1174,2719751,46649132
3,1175,2719751,46649132
3,1191,2719751,46649132
3,1192,2719751,46649132
3,1194,2719751,46649132
3,1196,2719751,46649132
3,1202,2719751,46649132
3,1205,2719751,46649132
3,1208,2719751,46649132
3,1211,2719751,46649132
3,1218,2719751,46649132
3,1227,2719751,46649132
3,1237,2719751,46649132
3,1240,2719751,46649132
3,1245,2719751,46649132
3,1252,2719751,46649132
3,1257,2719751,46649132
3,1258,2719751,46649132
3,1259,2719751,46649132
3,9,549973,11597484
3,10,549973,11597484
3,37,549973,11597484
3,93,549973,11597484
3,109,549973,11597484
3,111,549973,11597484
3,139,549973,11597484
3,152,549973,11597484
3,159,549973,11597484
3,183,549973,11597484
3,206,549973,11597484
3,215,549973,11597484
3,240,549973,11597484
3,245,549973,11597484
3,258,549973,11597484
3,277,549973,11597484
3,287,549973,11597484
3,288,549973,11597484
3,298,549973,11597484
3,303,549973,11597484
3,310,549973,11597484
3,320,549973,11597484
3,322,549973,11597484
3,323,549973,11597484
3,324,549973,11597484
3,336,549973,11597484
3,338,549973,11597484
3,345,549973,11597484
3,346,549973,11597484
3,347,549973,11597484
3,348,549973,11597484
3,349,549973,11597484
3,359,549973,11597484
3,364,549973,11597484
3,376,549973,11597484
3,386,549973,11597484
3,388,549973,11597484
3,389,549973,11597484
3,390,549973,11597484
3,402,549973,11597484
3,405,549973,11597484
3,422,549973,11597484
3,429,549973,11597484
3,439,549973,11597484
3,447,549973,11597484
3,472,549973,11597484
3,474,549973,11597484
3,486,549973,11597484
3,488,549973,11597484
3,501,549973,11597484
3,523,549973,11597484
3,555,549973,11597484
3,559,549973,11597484
3,592,549973,11597484
3,594,549973,11597484
3,623,549973,11597484
3,656,549973,11597484
3,679,549973,11597484
3,691,549973,11597484
3,699,549973,11597484
3,707,549973,11597484
3,709,549973,11597484
3,721,549973,11597484
3,722,549973,11597484
3,767,549973,11597484
3,776,549973,11597484
3,777,549973,11597484
3,794,549973,11597484
3,829,549973,11597484
3,836,549973,11597484
3,838,549973,11597484
3,856,549973,11597484
3,863,549973,11597484
3,868,549973,11597484
3,878,549973,11597484
3,891,549973,11597484
3,898,549973,11597484
3,916,549973,11597484
3,919,549973,11597484
3,928,549973,11597484
3,943,549973,11597484
3,950,549973,11597484
3,951,549973,11597484
3,959,549973,11597484
3,963,549973,11597484
3,968,549973,11597484
3,974,549973,11597484
3,976,549973,11597484
3,977,549973,11597484
3,978,549973,11597484
3,988,549973,11597484
3,994,549973,11597484
3,995,549973,11597484
3,996,549973,11597484
3,997,549973,11597484
3,1003,549973,11597484
3,1005,549973,11597484
3,1016,549973,11597484
3,1019,549973,11597484
3,1027,549973,11597484
3,1029,549973,11597484
3,1030,549973,11597484
3,1040,549973,11597484
3,1044,549973,11597484
3,1050,549973,11597484
3,1066,549973,11597484
3,1068,549973,11597484
3,1089,549973,11597484
3,1102,549973,11597484
3,1125,549973,11597484
3,1128,549973,11597484
3,1148,549973,11597484
3,1164,549973,11597484
3,1168,549973,11597484
3,1193,549973,11597484
3,1213,549973,11597484
3,1223,549973,11597484
3,1225,549973,11597484
3,1236,549973,11597484
3,1268,549973,11597484
3,1275,549973,11597484
3,35,428571,7338473
3,46,428571,7338473
3,49,428571,7338473
3,50,428571,7338473
3,51,428571,7338473
3,52,428571,7338473
3,54,428571,7338473
3,114,428571,7338473
3,125,428571,7338473
3,130,428571,7338473
3,158,428571,7338473
3,257,428571,7338473
3,272,428571,7338473
3,316,428571,7338473
3,378,428571,7338473
3,379,428571,7338473
3,380,428571,7338473
3,383,428571,7338473
3,392,428571,7338473
3,407,428571,7338473
3,416,428571,7338473
3,418,428571,7338473
3,491,428571,7338473
3,513,428571,7338473
3,541,428571,7338473
3,552,428571,7338473
3,556,428571,7338473
3,567,428571,7338473
3,575,428571,7338473
3,576,428571,7338473
3,584,428571,7338473
3,602,428571,7338473
3,638,428571,7338473
3,712,428571,7338473
3,718,428571,7338473
3,792,428571,7338473
3,803,428571,7338473
3,804,428571,7338473
3,845,428571,7338473
3,849,428571,7338473
3,867,428571,7338473
3,939,428571,7338473
3,1021,428571,7338473
3,1037,428571,7338473
