pk_tempo,pk_localização_geográfica,PIB da Unidade da Federação,População da Unidade da Federação
1,228,208672,7018354
1,236,208672,7018354
1,264,208672,7018354
1,297,208672,7018354
1,299,208672,7018354
1,301,208672,7018354
1,304,208672,7018354
1,309,208672,7018354
1,368,208672,7018354
1,371,208672,7018354
1,445,208672,7018354
1,450,208672,7018354
1,463,208672,7018354
1,484,208672,7018354
1,502,208672,7018354
1,526,208672,7018354
1,528,208672,7018354
1,531,208672,7018354
1,533,208672,7018354
1,539,208672,7018354
1,544,208672,7018354
1,546,208672,7018354
1,554,208672,7018354
1,606,208672,7018354
1,616,208672,7018354
1,625,208672,7018354
1,647,208672,7018354
1,700,208672,7018354
1,713,208672,7018354
1,748,208672,7018354
1,755,208672,7018354
1,793,208672,7018354
1,834,208672,7018354
1,882,208672,7018354
1,886,208672,7018354
1,892,208672,7018354
1,893,208672,7018354
1,913,208672,7018354
1,934,208672,7018354
1,958,208672,7018354
1,960,208672,7018354
1,962,208672,7018354
1,964,208672,7018354
1,967,208672,7018354
1,1009,208672,7018354
1,1012,208672,7018354
1,1052,208672,7018354
1,1053,208672,7018354
1,1060,208672,7018354
1,1078,208672,7018354
1,1090,208672,7018354
1,1093,208672,7018354
1,1104,208672,7018354
1,1106,208672,7018354
1,1108,208672,7018354
1,1110,208672,7018354
1,1119,208672,7018354
1,1120,208672,7018354
1,1124,208672,7018354
1,1158,208672,7018354
1,1163,208672,7018354
1,1186,208672,7018354
1,1188,208672,7018354
1,1220,208672,7018354
1,1228,208672,7018354
1,1256,208672,7018354
1,1265,208672,7018354
1,1272,208672,7018354
1,2,273614,3015268
1,771,273614,3015268
2,117,51599,1796460
2,173,51599,1796460
2,203,51599,1796460
2,212,51599,1796460
2,300,51599,1796460
2,370,51599,1796460
2,406,51599,1796460
2,420,51599,1796460
2,483,51599,1796460
2,750,51599,1796460
2,841,51599,1796460
2,875,51599,1796460
2,889,51599,1796460
2,961,51599,1796460
2,979,51599,1796460
2,1011,51599,1796460
2,1031,51599,1796460
2,1039,51599,1796460
2,1077,51599,1796460
2,1235,51599,1796460
2,142,16476,894470
2,425,16476,894470
2,4,116019,4207714
2,735,116019,4207714
2,760,116019,4207714
2,761,116019,4207714
2,762,116019,4207714
2,763,116019,4207714
2,1248,116019,4207714
2,199,16024,631181
2,33,215936,8690745
2,118,215936,8690745
2,426,215936,8690745
2,451,215936,8690745
2,452,215936,8690745
2,466,215936,8690745
2,494,215936,8690745
2,551,215936,8690745
2,566,215936,8690745
2,595,215936,8690745
2,605,215936,8690745
2,624,215936,8690745
2,635,215936,8690745
2,640,215936,8690745
2,643,215936,8690745
2,644,215936,8690745
2,665,215936,8690745
2,702,215936,8690745
2,714,215936,8690745
2,734,215936,8690745
2,744,215936,8690745
2,751,215936,8690745
2,791,215936,8690745
2,842,215936,8690745
2,1043,215936,8690745
2,1054,215936,8690745
2,1063,215936,8690745
2,1083,215936,8690745
2,1123,215936,8690745
2,1135,215936,8690745
2,1149,215936,8690745
2,1157,215936,8690745
2,1169,215936,8690745
2,1177,215936,8690745
2,1178,215936,8690745
2,1180,215936,8690745
2,1182,215936,8690745
2,1183,215936,8690745
2,1198,215936,8690745
2,1229,215936,8690745
2,1244,215936,8690745
2,1251,215936,8690745
2,1271,215936,8690745
2,210,18469,861773
2,527,18469,861773
2,895,18469,861773
2,1105,18469,861773
2,119,43650,1590248
2,190,43650,1590248
2,356,43650,1590248
2,394,43650,1590248
2,432,43650,1590248
2,480,43650,1590248
2,507,43650,1590248
2,636,43650,1590248
2,637,43650,1590248
2,641,43650,1590248
2,1073,43650,1590248
2,1074,43650,1590248
2,1095,43650,1590248
2,1179,43650,1590248
2,141,106916,7114598
2,326,106916,7114598
2,372,106916,7114598
2,409,106916,7114598
2,415,106916,7114598
2,465,106916,7114598
2,495,106916,7114598
2,509,106916,7114598
2,524,106916,7114598
2,550,106916,7114598
2,646,106916,7114598
2,649,106916,7114598
2,660,106916,7114598
2,664,106916,7114598
2,674,106916,7114598
2,681,106916,7114598
2,684,106916,7114598
2,687,106916,7114598
2,694,106916,7114598
2,717,106916,7114598
2,754,106916,7114598
2,857,106916,7114598
2,981,106916,7114598
2,1013,106916,7114598
2,1032,106916,7114598
2,1035,106916,7114598
2,1062,106916,7114598
2,1084,106916,7114598
2,1096,106916,7114598
2,1103,106916,7114598
2,1122,106916,7114598
2,1185,106916,7114598
2,1189,106916,7114598
2,1195,106916,7114598
2,1197,106916,7114598
2,1204,106916,7114598
2,1209,106916,7114598
2,1212,106916,7114598
2,1216,106916,7114598
2,1232,106916,7114598
2,1255,106916,7114598
2,5,56391,3281480
2,328,56391,3281480
2,344,56391,3281480
2,453,56391,3281480
2,462,56391,3281480
2,487,56391,3281480
2,498,56391,3281480
2,532,56391,3281480
2,569,56391,3281480
2,642,56391,3281480
2,652,56391,3281480
2,675,56391,3281480
2,676,56391,3281480
2,765,56391,3281480
2,773,56391,3281480
2,983,56391,3281480
2,993,56391,3281480
2,1055,56391,3281480
2,1059,56391,3281480
2,1080,56391,3281480
2,1085,56391,3281480
2,1109,56391,3281480
2,1137,56391,3281480
2,1181,56391,3281480
2,1190,56391,3281480
2,1206,56391,3281480
2,1207,56391,3281480
2,1261,56391,3281480
2,26,166915,9187103
2,56,166915,9187103
2,189,166915,9187103
2,289,166915,9187103
2,327,166915,9187103
2,423,166915,9187103
2,428,166915,9187103
2,431,166915,9187103
2,458,166915,9187103
2,549,166915,9187103
2,568,166915,9187103
2,597,166915,9187103
2,601,166915,9187103
2,628,166915,9187103
2,633,166915,9187103
2,639,166915,9187103
2,645,166915,9187103
2,648,166915,9187103
2,650,166915,9187103
2,677,166915,9187103
2,695,166915,9187103
2,703,166915,9187103
2,705,166915,9187103
2,710,166915,9187103
2,715,166915,9187103
2,720,166915,9187103
2,743,166915,9187103
2,747,166915,9187103
2,756,166915,9187103
2,759,166915,9187103
2,766,166915,9187103
2,768,166915,9187103
2,785,166915,9187103
2,806,166915,9187103
2,884,166915,9187103
2,952,166915,9187103
2,982,166915,9187103
2,1041,166915,9187103
2,1046,166915,9187103
2,1058,166915,9187103
2,1121,166915,9187103
2,1136,166915,9187103
2,1151,166915,9187103
2,1170,166915,9187103
2,1176,166915,9187103
2,1184,166915,9187103
2,1187,166915,9187103
2,1201,166915,9187103
2,1217,166915,9187103
2,1221,166915,9187103
2,1222,166915,9187103
2,1226,166915,9187103
2,1231,166915,9187103
2,1234,166915,9187103
2,1246,166915,9187103
2,1250,166915,9187103
2,1254,166915,9187103
2,1263,166915,9187103
2,1264,166915,9187103
2,1266,166915,9187103
2,1273,166915,9187103
2,42,71577,3534165
2,145,71577,3534165
2,442,71577,3534165
2,511,71577,3534165
2,520,71577,3534165
2,521,71577,3534165
2,589,71577,3534165
2,742,71577,3534165
2,799,71577,3534165
2,1100,71577,3534165
2,1101,71577,3534165
2,1249,71577,3534165
2,99,70292,4039277
2,143,70292,4039277
2,238,70292,4039277
2,239,70292,4039277
2,504,70292,4039277
2,698,70292,4039277
2,719,70292,4039277
2,726,70292,4039277
2,739,70292,4039277
2,831,70292,4039277
2,858,70292,4039277
2,914,70292,4039277
2,915,70292,4039277
2,1092,70292,4039277
2,1219,70292,4039277
2,1233,70292,4039277
2,1242,70292,4039277
2,1243,70292,4039277
2,11,193307,9616621
2,43,193307,9616621
2,44,193307,9616621
2,70,193307,9616621
2,72,193307,9616621
2,161,193307,9616621
2,167,193307,9616621
2,169,193307,9616621
2,170,193307,9616621
2,172,193307,9616621
2,174,193307,9616621
2,175,193307,9616621
2,176,193307,9616621
2,179,193307,9616621
2,192,193307,9616621
2,230,193307,9616621
2,232,193307,9616621
2,247,193307,9616621
2,296,193307,9616621
2,363,193307,9616621
2,369,193307,9616621
2,377,193307,9616621
2,403,193307,9616621
2,518,193307,9616621
2,540,193307,9616621
2,585,193307,9616621
2,632,193307,9616621
2,692,193307,9616621
2,716,193307,9616621
2,723,193307,9616621
2,758,193307,9616621
2,873,193307,9616621
2,910,193307,9616621
2,1004,193307,9616621
2,1010,193307,9616621
2,1214,193307,9616621
2,1238,193307,9616621
2,1262,193307,9616621
2,1269,193307,9616621
2,28,63202,3351543
2,434,63202,3351543
2,478,63202,3351543
2,496,63202,3351543
2,678,63202,3351543
2,769,63202,3351543
2,786,63202,3351543
2,1047,63202,3351543
2,1071,63202,3351543
2,3,45410,2318822
2,105,45410,2318822
2,510,45410,2318822
2,617,45410,2318822
2,685,45410,2318822
2,736,45410,2318822
2,753,45410,2318822
2,772,45410,2318822
2,1210,45410,2318822
2,1230,45410,2318822
2,23,305321,14930634
2,34,305321,14930634
2,165,305321,14930634
2,171,305321,14930634
2,244,305321,14930634
2,254,305321,14930634
2,312,305321,14930634
2,333,305321,14930634
2,335,305321,14930634
2,353,305321,14930634
2,354,305321,14930634
2,355,305321,14930634
2,387,305321,14930634
2,421,305321,14930634
2,424,305321,14930634
2,433,305321,14930634
2,435,305321,14930634
2,441,305321,14930634
2,459,305321,14930634
2,467,305321,14930634
2,468,305321,14930634
2,470,305321,14930634
2,476,305321,14930634
2,481,305321,14930634
2,508,305321,14930634
2,522,305321,14930634
2,553,305321,14930634
2,558,305321,14930634
2,583,305321,14930634
2,590,305321,14930634
2,591,305321,14930634
2,603,305321,14930634
2,622,305321,14930634
2,629,305321,14930634
2,634,305321,14930634
2,651,305321,14930634
2,659,305321,14930634
2,662,305321,14930634
2,669,305321,14930634
2,672,305321,14930634
2,673,305321,14930634
2,682,305321,14930634
2,683,305321,14930634
2,688,305321,14930634
2,740,305321,14930634
2,752,305321,14930634
2,783,305321,14930634
2,874,305321,14930634
2,925,305321,14930634
2,1001,305321,14930634
2,1042,305321,14930634
2,1048,305321,14930634
2,1064,305321,14930634
2,1070,305321,14930634
2,1088,305321,14930634
2,1127,305321,14930634
2,1145,305321,14930634
2,1167,305321,14930634
2,1171,305321,14930634
2,1200,305321,14930634
2,1247,305321,14930634
2,1270,305321,14930634
2,1274,305321,14930634
2,6,682786,21292666
2,8,682786,21292666
2,16,682786,21292666
2,25,682786,21292666
2,27,682786,21292666
2,57,682786,21292666
2,58,682786,21292666
2,62,682786,21292666
2,67,682786,21292666
2,69,682786,21292666
2,74,682786,21292666
2,75,682786,21292666
2,88,682786,21292666
2,89,682786,21292666
2,94,682786,21292666
2,95,682786,21292666
2,98,682786,21292666
2,102,682786,21292666
2,110,682786,21292666
2,133,682786,21292666
2,140,682786,21292666
2,144,682786,21292666
2,147,682786,21292666
2,148,682786,21292666
2,153,682786,21292666
2,157,682786,21292666
2,168,682786,21292666
2,181,682786,21292666
2,182,682786,21292666
2,191,682786,21292666
2,205,682786,21292666
2,209,682786,21292666
2,217,682786,21292666
2,226,682786,21292666
2,229,682786,21292666
2,231,682786,21292666
2,237,682786,21292666
2,246,682786,21292666
2,255,682786,21292666
2,270,682786,21292666
2,285,682786,21292666
2,292,682786,21292666
2,311,682786,21292666
2,314,682786,21292666
2,330,682786,21292666
2,334,682786,21292666
2,337,682786,21292666
2,339,682786,21292666
2,341,682786,21292666
2,358,682786,21292666
2,360,682786,21292666
2,361,682786,21292666
2,362,682786,21292666
2,385,682786,21292666
2,396,682786,21292666
2,400,682786,21292666
2,408,682786,21292666
2,411,682786,21292666
2,417,682786,21292666
2,419,682786,21292666
2,430,682786,21292666
2,438,682786,21292666
2,446,682786,21292666
2,454,682786,21292666
2,455,682786,21292666
2,456,682786,21292666
2,460,682786,21292666
2,477,682786,21292666
2,479,682786,21292666
2,482,682786,21292666
2,492,682786,21292666
2,493,682786,21292666
2,515,682786,21292666
2,517,682786,21292666
2,525,682786,21292666
2,529,682786,21292666
2,530,682786,21292666
2,534,682786,21292666
2,535,682786,21292666
2,545,682786,21292666
2,548,682786,21292666
2,557,682786,21292666
2,562,682786,21292666
2,563,682786,21292666
2,577,682786,21292666
2,581,682786,21292666
2,582,682786,21292666
2,587,682786,21292666
2,607,682786,21292666
2,608,682786,21292666
2,609,682786,21292666
2,610,682786,21292666
2,611,682786,21292666
2,612,682786,21292666
2,613,682786,21292666
2,614,682786,21292666
2,615,682786,21292666
2,626,682786,21292666
2,627,682786,21292666
2,666,682786,21292666
2,671,682786,21292666
2,689,682786,21292666
2,690,682786,21292666
2,693,682786,21292666
2,706,682786,21292666
2,708,682786,21292666
2,711,682786,21292666
2,732,682786,21292666
2,738,682786,21292666
2,749,682786,21292666
2,775,682786,21292666
2,780,682786,21292666
2,784,682786,21292666
2,807,682786,21292666
2,811,682786,21292666
2,826,682786,21292666
2,837,682786,21292666
2,859,682786,21292666
2,864,682786,21292666
2,885,682786,21292666
2,894,682786,21292666
2,907,682786,21292666
2,909,682786,21292666
2,920,682786,21292666
2,926,682786,21292666
2,955,682786,21292666
2,969,682786,21292666
2,985,682786,21292666
2,989,682786,21292666
2,1036,682786,21292666
2,1038,682786,21292666
2,1045,682786,21292666
2,1056,682786,21292666
2,1057,682786,21292666
2,1075,682786,21292666
2,1086,682786,21292666
2,1097,682786,21292666
2,1107,682786,21292666
2,1131,682786,21292666
2,1132,682786,21292666
2,1144,682786,21292666
2,1159,682786,21292666
2,1160,682786,21292666
2,1161,682786,21292666
2,1162,682786,21292666
2,1199,682786,21292666
2,1203,682786,21292666
2,1215,682786,21292666
2,1224,682786,21292666
2,1239,682786,21292666
2,47,138446,4064052
2,84,138446,4064052
2,150,138446,4064052
2,163,138446,4064052
2,185,138446,4064052
2,204,138446,4064052
2,216,138446,4064052
2,252,138446,4064052
2,265,138446,4064052
2,266,138446,4064052
2,267,138446,4064052
2,291,138446,4064052
2,321,138446,4064052
2,331,138446,4064052
2,357,138446,4064052
2,398,138446,4064052
2,444,138446,4064052
2,464,138446,4064052
2,497,138446,4064052
2,505,138446,4064052
2,580,138446,4064052
2,621,138446,4064052
2,801,138446,4064052
2,822,138446,4064052
2,862,138446,4064052
2,871,138446,4064052
2,880,138446,4064052
2,890,138446,4064052
2,924,138446,4064052
2,935,138446,4064052
2,936,138446,4064052
2,937,138446,4064052
2,954,138446,4064052
2,975,138446,4064052
2,986,138446,4064052
2,1002,138446,4064052
2,1025,138446,4064052
2,1051,138446,4064052
2,1061,138446,4064052
2,1143,138446,4064052
2,1166,138446,4064052
2,15,753824,17366189
2,24,753824,17366189
2,53,753824,17366189
2,68,753824,17366189
2,97,753824,17366189
2,121,753824,17366189
2,122,753824,17366189
2,123,753824,17366189
2,126,753824,17366189
2,127,753824,17366189
2,132,753824,17366189
2,134,753824,17366189
2,135,753824,17366189
2,146,753824,17366189
2,162,753824,17366189
2,220,753824,17366189
2,251,753824,17366189
2,449,753824,17366189
2,469,753824,17366189
2,473,753824,17366189
2,572,753824,17366189
2,573,753824,17366189
2,574,753824,17366189
2,599,753824,17366189
2,654,753824,17366189
2,697,753824,17366189
2,724,753824,17366189
2,728,753824,17366189
2,731,753824,17366189
2,733,753824,17366189
2,764,753824,17366189
2,779,753824,17366189
2,830,753824,17366189
2,843,753824,17366189
2,846,753824,17366189
2,851,753824,17366189
2,860,753824,17366189
2,870,753824,17366189
2,923,753824,17366189
2,1006,753824,17366189
2,1067,753824,17366189
2,1139,753824,17366189
2,1153,753824,17366189
2,1253,753824,17366189
2,1260,753824,17366189
2,1267,753824,17366189
2,7,2377639,46289333
2,18,2377639,46289333
2,21,2377639,46289333
2,29,2377639,46289333
2,30,2377639,46289333
2,31,2377639,46289333
2,32,2377639,46289333
2,38,2377639,46289333
2,39,2377639,46289333
2,40,2377639,46289333
2,41,2377639,46289333
2,45,2377639,46289333
2,48,2377639,46289333
2,55,2377639,46289333
2,59,2377639,46289333
2,60,2377639,46289333
2,61,2377639,46289333
2,63,2377639,46289333
2,64,2377639,46289333
2,65,2377639,46289333
2,66,2377639,46289333
2,71,2377639,46289333
2,73,2377639,46289333
2,76,2377639,46289333
2,77,2377639,46289333
2,78,2377639,46289333
2,79,2377639,46289333
2,80,2377639,46289333
2,81,2377639,46289333
2,82,2377639,46289333
2,83,2377639,46289333
2,85,2377639,46289333
2,86,2377639,46289333
2,87,2377639,46289333
2,96,2377639,46289333
2,100,2377639,46289333
2,101,2377639,46289333
2,106,2377639,46289333
2,112,2377639,46289333
2,113,2377639,46289333
2,124,2377639,46289333
2,128,2377639,46289333
2,129,2377639,46289333
2,131,2377639,46289333
2,136,2377639,46289333
2,138,2377639,46289333
2,151,2377639,46289333
2,154,2377639,46289333
2,160,2377639,46289333
2,164,2377639,46289333
2,177,2377639,46289333
2,180,2377639,46289333
2,184,2377639,46289333
2,186,2377639,46289333
2,188,2377639,46289333
2,195,2377639,46289333
2,211,2377639,46289333
2,213,2377639,46289333
2,214,2377639,46289333
2,218,2377639,46289333
2,219,2377639,46289333
2,221,2377639,46289333
2,224,2377639,46289333
2,225,2377639,46289333
2,227,2377639,46289333
2,235,2377639,46289333
2,241,2377639,46289333
2,242,2377639,46289333
2,243,2377639,46289333
2,248,2377639,46289333
2,249,2377639,46289333
2,256,2377639,46289333
2,259,2377639,46289333
2,260,2377639,46289333
2,261,2377639,46289333
2,262,2377639,46289333
2,271,2377639,46289333
2,273,2377639,46289333
2,274,2377639,46289333
2,275,2377639,46289333
2,276,2377639,46289333
2,278,2377639,46289333
2,279,2377639,46289333
2,280,2377639,46289333
2,281,2377639,46289333
2,283,2377639,46289333
2,284,2377639,46289333
2,286,2377639,46289333
2,290,2377639,46289333
2,293,2377639,46289333
2,302,2377639,46289333
2,305,2377639,46289333
2,306,2377639,46289333
2,307,2377639,46289333
2,308,2377639,46289333
2,313,2377639,46289333
2,315,2377639,46289333
2,317,2377639,46289333
2,318,2377639,46289333
2,319,2377639,46289333
2,325,2377639,46289333
2,329,2377639,46289333
2,332,2377639,46289333
2,340,2377639,46289333
2,350,2377639,46289333
2,351,2377639,46289333
2,352,2377639,46289333
2,365,2377639,46289333
2,366,2377639,46289333
2,367,2377639,46289333
2,373,2377639,46289333
2,375,2377639,46289333
2,382,2377639,46289333
2,391,2377639,46289333
2,393,2377639,46289333
2,397,2377639,46289333
2,401,2377639,46289333
2,404,2377639,46289333
2,413,2377639,46289333
2,440,2377639,46289333
2,443,2377639,46289333
2,448,2377639,46289333
2,471,2377639,46289333
2,485,2377639,46289333
2,489,2377639,46289333
2,503,2377639,46289333
2,514,2377639,46289333
2,519,2377639,46289333
2,536,2377639,46289333
2,537,2377639,46289333
2,538,2377639,46289333
2,542,2377639,46289333
2,543,2377639,46289333
2,547,2377639,46289333
2,560,2377639,46289333
2,564,2377639,46289333
2,565,2377639,46289333
2,570,2377639,46289333
2,571,2377639,46289333
2,579,2377639,46289333
2,586,2377639,46289333
2,588,2377639,46289333
2,598,2377639,46289333
2,604,2377639,46289333
2,618,2377639,46289333
2,620,2377639,46289333
2,630,2377639,46289333
2,631,2377639,46289333
2,653,2377639,46289333
2,655,2377639,46289333
2,657,2377639,46289333
2,661,2377639,46289333
2,670,2377639,46289333
2,680,2377639,46289333
2,686,2377639,46289333
2,696,2377639,46289333
2,701,2377639,46289333
2,727,2377639,46289333
2,729,2377639,46289333
2,730,2377639,46289333
2,745,2377639,46289333
2,757,2377639,46289333
2,774,2377639,46289333
2,781,2377639,46289333
2,782,2377639,46289333
2,787,2377639,46289333
2,788,2377639,46289333
2,789,2377639,46289333
2,790,2377639,46289333
2,795,2377639,46289333
2,796,2377639,46289333
2,797,2377639,46289333
2,798,2377639,46289333
2,800,2377639,46289333
2,802,2377639,46289333
2,805,2377639,46289333
2,808,2377639,46289333
2,809,2377639,46289333
2,810,2377639,46289333
2,812,2377639,46289333
2,813,2377639,46289333
2,814,2377639,46289333
2,815,2377639,46289333
2,816,2377639,46289333
2,817,2377639,46289333
2,818,2377639,46289333
2,819,2377639,46289333
2,820,2377639,46289333
2,821,2377639,46289333
2,823,2377639,46289333
2,824,2377639,46289333
2,825,2377639,46289333
2,832,2377639,46289333
2,833,2377639,46289333
2,835,2377639,46289333
2,839,2377639,46289333
2,840,2377639,46289333
2,844,2377639,46289333
2,847,2377639,46289333
2,848,2377639,46289333
2,850,2377639,46289333
2,852,2377639,46289333
2,853,2377639,46289333
2,855,2377639,46289333
2,865,2377639,46289333
2,869,2377639,46289333
2,872,2377639,46289333
2,876,2377639,46289333
2,879,2377639,46289333
2,881,2377639,46289333
2,883,2377639,46289333
2,896,2377639,46289333
2,897,2377639,46289333
2,899,2377639,46289333
2,900,2377639,46289333
2,901,2377639,46289333
2,902,2377639,46289333
2,904,2377639,46289333
2,905,2377639,46289333
2,908,2377639,46289333
2,912,2377639,46289333
2,917,2377639,46289333
2,918,2377639,46289333
2,921,2377639,46289333
2,927,2377639,46289333
2,929,2377639,46289333
2,930,2377639,46289333
2,931,2377639,46289333
2,932,2377639,46289333
2,938,2377639,46289333
2,940,2377639,46289333
2,941,2377639,46289333
2,942,2377639,46289333
2,944,2377639,46289333
2,945,2377639,46289333
2,946,2377639,46289333
2,947,2377639,46289333
2,948,2377639,46289333
2,949,2377639,46289333
2,953,2377639,46289333
2,956,2377639,46289333
2,965,2377639,46289333
2,966,2377639,46289333
2,970,2377639,46289333
2,971,2377639,46289333
2,972,2377639,46289333
2,973,2377639,46289333
2,980,2377639,46289333
2,984,2377639,46289333
2,987,2377639,46289333
2,990,2377639,46289333
2,998,2377639,46289333
2,999,2377639,46289333
2,1000,2377639,46289333
2,1007,2377639,46289333
2,1008,2377639,46289333
2,1014,2377639,46289333
2,1015,2377639,46289333
2,1017,2377639,46289333
2,1020,2377639,46289333
2,1022,2377639,46289333
2,1023,2377639,46289333
2,1024,2377639,46289333
2,1026,2377639,46289333
2,1028,2377639,46289333
2,1033,2377639,46289333
2,1065,2377639,46289333
2,1072,2377639,46289333
2,1079,2377639,46289333
2,1081,2377639,46289333
2,1091,2377639,46289333
2,1098,2377639,46289333
2,1099,2377639,46289333
2,1111,2377639,46289333
2,1112,2377639,46289333
2,1113,2377639,46289333
2,1114,2377639,46289333
2,1115,2377639,46289333
2,1116,2377639,46289333
2,1117,2377639,46289333
2,1118,2377639,46289333
2,1126,2377639,46289333
2,1129,2377639,46289333
2,1133,2377639,46289333
2,1134,2377639,46289333
2,1138,2377639,46289333
2,1142,2377639,46289333
2,1147,2377639,46289333
2,1152,2377639,46289333
2,1156,2377639,46289333
2,1165,2377639,46289333
2,1172,2377639,46289333
2,1173,2377639,46289333
2,1174,2377639,46289333
2,1175,2377639,46289333
2,1191,2377639,46289333
2,1192,2377639,46289333
2,1194,2377639,46289333
2,1196,2377639,46289333
2,1202,2377639,46289333
2,1205,2377639,46289333
2,1208,2377639,46289333
2,1211,2377639,46289333
2,1218,2377639,46289333
2,1227,2377639,46289333
2,1237,2377639,46289333
2,1240,2377639,46289333
2,1245,2377639,46289333
2,1252,2377639,46289333
2,1257,2377639,46289333
2,1258,2377639,46289333
2,1259,2377639,46289333
2,9,487931,11516840
2,10,487931,11516840
2,37,487931,11516840
2,93,487931,11516840
2,109,487931,11516840
2,111,487931,11516840
2,139,487931,11516840
2,152,487931,11516840
2,159,487931,11516840
2,183,487931,11516840
2,206,487931,11516840
2,215,487931,11516840
2,240,487931,11516840
2,245,487931,11516840
2,258,487931,11516840
2,277,487931,11516840
2,287,487931,11516840
2,288,487931,11516840
2,298,487931,11516840
2,303,487931,11516840
2,310,487931,11516840
2,320,487931,11516840
2,322,487931,11516840
2,323,487931,11516840
2,324,487931,11516840
2,336,487931,11516840
2,338,487931,11516840
2,345,487931,11516840
2,346,487931,11516840
2,347,487931,11516840
2,348,487931,11516840
2,349,487931,11516840
2,359,487931,11516840
2,364,487931,11516840
2,376,487931,11516840
2,386,487931,11516840
2,388,487931,11516840
2,389,487931,11516840
2,390,487931,11516840
2,402,487931,11516840
2,405,487931,11516840
2,422,487931,11516840
2,429,487931,11516840
2,439,487931,11516840
2,447,487931,11516840
2,472,487931,11516840
2,474,487931,11516840
2,486,487931,11516840
2,488,487931,11516840
2,501,487931,11516840
2,523,487931,11516840
2,555,487931,11516840
2,559,487931,11516840
2,592,487931,11516840
2,594,487931,11516840
2,623,487931,11516840
2,656,487931,11516840
2,679,487931,11516840
2,691,487931,11516840
2,699,487931,11516840
2,707,487931,11516840
2,709,487931,11516840
2,721,487931,11516840
2,722,487931,11516840
2,767,487931,11516840
2,776,487931,11516840
2,777,487931,11516840
2,794,487931,11516840
2,829,487931,11516840
2,836,487931,11516840
2,838,487931,11516840
2,856,487931,11516840
2,863,487931,11516840
2,868,487931,11516840
2,878,487931,11516840
2,891,487931,11516840
2,898,487931,11516840
2,916,487931,11516840
2,919,487931,11516840
2,928,487931,11516840
2,943,487931,11516840
2,950,487931,11516840
2,951,487931,11516840
2,959,487931,11516840
2,963,487931,11516840
2,968,487931,11516840
2,974,487931,11516840
2,976,487931,11516840
2,977,487931,11516840
2,978,487931,11516840
2,988,487931,11516840
2,994,487931,11516840
2,995,487931,11516840
2,996,487931,11516840
2,997,487931,11516840
2,1003,487931,11516840
2,1005,487931,11516840
2,1016,487931,11516840
2,1019,487931,11516840
2,1027,487931,11516840
2,1029,487931,11516840
2,1030,487931,11516840
2,1040,487931,11516840
2,1044,487931,11516840
2,1050,487931,11516840
2,1066,487931,11516840
2,1068,487931,11516840
2,1089,487931,11516840
2,1102,487931,11516840
2,1125,487931,11516840
2,1128,487931,11516840
2,1148,487931,11516840
2,1164,487931,11516840
2,1168,487931,11516840
2,1193,487931,11516840
2,1213,487931,11516840
2,1223,487931,11516840
2,1225,487931,11516840
2,1236,487931,11516840
2,1268,487931,11516840
2,1275,487931,11516840
2,35,349275,7252502
2,46,349275,7252502
2,49,349275,7252502
2,50,349275,7252502
2,51,349275,7252502
2,52,349275,7252502
2,54,349275,7252502
2,114,349275,7252502
2,125,349275,7252502
2,130,349275,7252502
2,158,349275,7252502
2,257,349275,7252502
2,272,349275,7252502
2,316,349275,7252502
2,378,349275,7252502
2,379,349275,7252502
2,380,349275,7252502
2,383,349275,7252502
2,392,349275,7252502
2,407,349275,7252502
2,416,349275,7252502
2,418,349275,7252502
2,491,349275,7252502
2,513,349275,7252502
2,541,349275,7252502
2,552,349275,7252502
2,556,349275,7252502
2,567,349275,7252502
2,575,349275,7252502
2,576,349275,7252502
2,584,349275,7252502
2,602,349275,7252502
2,638,349275,7252502
2,712,349275,7252502
2,718,349275,7252502
2,792,349275,7252502
2,803,349275,7252502
2,804,349275,7252502
2,845,349275,7252502
2,849,349275,7252502
2,867,349275,7252502
2,939,349275,7252502
2,1021,349275,7252502
2,1037,349275,7252502
2,1076,349275,7252502
2,1082,349275,7252502
2,1140,349275,7252502
2,1141,349275,7252502
2,1146,349275,7252502
2,1155,349275,7252502
2,12,470942,11422973
2,13,470942,11422973
2,14,470942,11422973
2,17,470942,11422973
2,19,470942,11422973
2,20,470942,11422973
2,22,470942,11422973
2,90,470942,11422973
2,91,470942,11422973
2,92,470942,11422973
2,107,470942,11422973
2,108,470942,11422973
2,115,470942,11422973
2,116,470942,11422973
2,120,470942,11422973
2,137,470942,11422973
2,149,470942,11422973
2,155,470942,11422973
2,156,470942,11422973
2,234,470942,11422973
2,263,470942,11422973
2,343,470942,11422973
2,381,470942,11422973
2,395,470942,11422973
2,399,470942,11422973
2,427,470942,11422973
2,436,470942,11422973
2,437,470942,11422973
2,461,470942,11422973
2,490,470942,11422973
2,499,470942,11422973
2,506,470942,11422973
2,512,470942,11422973
2,516,470942,11422973
2,561,470942,11422973
2,578,470942,11422973
2,593,470942,11422973
2,600,470942,11422973
2,619,470942,11422973
2,658,470942,11422973
2,704,470942,11422973
2,778,470942,11422973
2,827,470942,11422973
2,828,470942,11422973
2,854,470942,11422973
2,861,470942,11422973
2,866,470942,11422973
2,933,470942,11422973
2,1049,470942,11422973
2,1094,470942,11422973
2,1130,470942,11422973
2,1154,470942,11422973
2,104,122628,2809394
2,166,122628,2809394
